reinstant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cnt_lag1
12173,2012-05-22 00:00:00,2,1,5,4,0,2,1,2,0.56,0.5303,0.88,0.1642,0,7,7,5
12174,2012-05-22 00:00:00,2,1,5,5,0,2,1,3,0.56,0.5303,0.88,0.194,0,17,17,7
12175,2012-05-22 00:00:00,2,1,5,6,0,2,1,3,0.56,0.5303,0.88,0.1045,8,129,137,17
12176,2012-05-22 00:00:00,2,1,5,7,0,2,1,3,0.56,0.5303,0.88,0.1045,9,315,324,137
12177,2012-05-22 00:00:00,2,1,5,8,0,2,1,2,0.56,0.5303,0.88,0.1343,20,570,590,324
12178,2012-05-22 00:00:00,2,1,5,9,0,2,1,2,0.6,0.5606,0.83,0.1045,46,287,333,590
12179,2012-05-22 00:00:00,2,1,5,10,0,2,1,2,0.6,0.5758,0.78,0.0896,52,148,200,333
12180,2012-05-22 00:00:00,2,1,5,11,0,2,1,2,0.6,0.5758,0.78,0.0,39,150,189,200
12181,2012-05-22 00:00:00,2,1,5,12,0,2,1,2,0.62,0.5909,0.78,0.1045,76,178,254,189
12182,2012-05-22 00:00:00,2,1,5,13,0,2,1,2,0.64,0.6061,0.73,0.0,48,195,243,254
12183,2012-05-22 00:00:00,2,1,5,14,0,2,1,2,0.64,0.6061,0.73,0.1045,73,149,222,243
12184,2012-05-22 00:00:00,2,1,5,15,0,2,1,1,0.7,0.6515,0.61,0.0896,54,191,245,222
12185,2012-05-22 00:00:00,2,1,5,16,0,2,1,1,0.68,0.6364,0.61,0.1045,70,316,386,245
12186,2012-05-22 00:00:00,2,1,5,17,0,2,1,1,0.72,0.6667,0.54,0.0,69,716,785,386
12187,2012-05-22 00:00:00,2,1,5,18,0,2,1,1,0.68,0.6364,0.61,0.1343,76,709,785,785
12188,2012-05-22 00:00:00,2,1,5,19,0,2,1,1,0.66,0.6212,0.69,0.2239,44,320,364,785
12189,2012-05-22 00:00:00,2,1,5,20,0,2,1,1,0.64,0.6061,0.73,0.2537,54,319,373,364
12190,2012-05-22 00:00:00,2,1,5,21,0,2,1,1,0.62,0.5909,0.78,0.1343,28,233,261,373
12191,2012-05-22 00:00:00,2,1,5,22,0,2,1,1,0.62,0.5909,0.73,0.0896,17,157,174,261
12192,2012-05-22 00:00:00,2,1,5,23,0,2,1,1,0.62,0.5909,0.73,0.1045,14,91,105,174
12193,2012-05-23 00:00:00,2,1,5,0,0,3,1,1,0.62,0.5909,0.78,0.1343,19,28,47,105
12194,2012-05-23 00:00:00,2,1,5,1,0,3,1,1,0.6,0.5606,0.83,0.1642,23,9,32,47
12195,2012-05-23 00:00:00,2,1,5,2,0,3,1,2,0.6,0.5606,0.83,0.1642,2,10,12,32
12196,2012-05-23 00:00:00,2,1,5,3,0,3,1,1,0.6,0.5758,0.78,0.1045,0,5,5,12
12197,2012-05-23 00:00:00,2,1,5,4,0,3,1,3,0.58,0.5455,0.83,0.194,0,3,3,5
12198,2012-05-23 00:00:00,2,1,5,5,0,3,1,3,0.56,0.5303,0.88,0.2537,6,29,35,3
12199,2012-05-23 00:00:00,2,1,5,6,0,3,1,1,0.56,0.5303,0.88,0.1045,6,154,160,35
12200,2012-05-23 00:00:00,2,1,5,7,0,3,1,1,0.58,0.5455,0.83,0.0,16,452,468,160
12201,2012-05-23 00:00:00,2,1,5,8,0,3,1,1,0.58,0.5455,0.83,0.0,38,681,719,468
12202,2012-05-23 00:00:00,2,1,5,9,0,3,1,2,0.62,0.5909,0.78,0.0,39,258,297,719
12203,2012-05-23 00:00:00,2,1,5,10,0,3,1,1,0.62,0.5909,0.78,0.0896,52,139,191,297
12204,2012-05-23 00:00:00,2,1,5,11,0,3,1,1,0.64,0.6061,0.73,0.0,46,151,197,191
12205,2012-05-23 00:00:00,2,1,5,12,0,3,1,2,0.66,0.6212,0.69,0.0896,42,206,248,197
12206,2012-05-23 00:00:00,2,1,5,13,0,3,1,2,0.66,0.6212,0.74,0.1642,69,201,270,248
12207,2012-05-23 00:00:00,2,1,5,14,0,3,1,1,0.68,0.6364,0.65,0.1343,67,181,248,270
12208,2012-05-23 00:00:00,2,1,5,15,0,3,1,2,0.7,0.6515,0.61,0.0,65,192,257,248
12209,2012-05-23 00:00:00,2,1,5,16,0,3,1,3,0.7,0.6515,0.61,0.0896,62,216,278,257
12210,2012-05-23 00:00:00,2,1,5,17,0,3,1,3,0.64,0.6061,0.69,0.1045,45,240,285,278
12211,2012-05-23 00:00:00,2,1,5,18,0,3,1,3,0.64,0.6061,0.69,0.1045,31,296,327,285
12212,2012-05-23 00:00:00,2,1,5,19,0,3,1,2,0.62,0.5758,0.83,0.1642,40,336,376,327
12213,2012-05-23 00:00:00,2,1,5,20,0,3,1,2,0.62,0.5758,0.83,0.0896,28,267,295,376
12214,2012-05-23 00:00:00,2,1,5,21,0,3,1,2,0.62,0.5758,0.83,0.0,24,221,245,295
12215,2012-05-23 00:00:00,2,1,5,22,0,3,1,2,0.62,0.5758,0.83,0.1642,23,136,159,245
12216,2012-05-23 00:00:00,2,1,5,23,0,3,1,1,0.6,0.5606,0.83,0.1343,23,83,106,159
12217,2012-05-24 00:00:00,2,1,5,0,0,4,1,1,0.6,0.5606,0.83,0.0896,7,49,56,106
12218,2012-05-24 00:00:00,2,1,5,1,0,4,1,1,0.6,0.5455,0.88,0.0896,9,21,30,56
12219,2012-05-24 00:00:00,2,1,5,2,0,4,1,1,0.6,0.5455,0.88,0.0,1,15,16,30
12220,2012-05-24 00:00:00,2,1,5,3,0,4,1,2,0.6,0.5455,0.88,0.1045,1,3,4,16
12221,2012-05-24 00:00:00,2,1,5,4,0,4,1,2,0.6,0.5455,0.88,0.1642,0,5,5,4
12222,2012-05-24 00:00:00,2,1,5,5,0,4,1,2,0.6,0.5455,0.88,0.1642,1,29,30,5
12223,2012-05-24 00:00:00,2,1,5,6,0,4,1,2,0.6,0.5455,0.88,0.1642,10,146,156,30
12224,2012-05-24 00:00:00,2,1,5,7,0,4,1,1,0.6,0.5606,0.83,0.1045,22,393,415,156
12225,2012-05-24 00:00:00,2,1,5,8,0,4,1,1,0.62,0.5909,0.73,0.1343,33,659,692,415
12226,2012-05-24 00:00:00,2,1,5,9,0,4,1,1,0.62,0.5909,0.73,0.1642,34,267,301,692
12227,2012-05-24 00:00:00,2,1,5,10,0,4,1,1,0.64,0.6061,0.65,0.1343,47,138,185,301
12228,2012-05-24 00:00:00,2,1,5,11,0,4,1,1,0.66,0.6212,0.65,0.1343,61,160,221,185
12229,2012-05-24 00:00:00,2,1,5,12,0,4,1,1,0.7,0.6515,0.58,0.1045,76,213,289,221
12230,2012-05-24 00:00:00,2,1,5,13,0,4,1,1,0.72,0.6667,0.54,0.1642,69,233,302,289
12231,2012-05-24 00:00:00,2,1,5,14,0,4,1,1,0.74,0.6818,0.55,0.2239,72,180,252,302
12232,2012-05-24 00:00:00,2,1,5,15,0,4,1,1,0.74,0.6818,0.55,0.2537,69,222,291,252
12233,2012-05-24 00:00:00,2,1,5,16,0,4,1,1,0.74,0.6818,0.55,0.3582,61,329,390,291
12234,2012-05-24 00:00:00,2,1,5,17,0,4,1,1,0.74,0.6818,0.55,0.2836,120,678,798,390
12235,2012-05-24 00:00:00,2,1,5,18,0,4,1,1,0.72,0.6667,0.54,0.3284,118,634,752,798
12236,2012-05-24 00:00:00,2,1,5,19,0,4,1,1,0.7,0.6515,0.61,0.2985,76,416,492,752
12237,2012-05-24 00:00:00,2,1,5,20,0,4,1,2,0.66,0.6212,0.69,0.2836,55,343,398,492
12238,2012-05-24 00:00:00,2,1,5,21,0,4,1,3,0.64,0.5909,0.78,0.1642,48,237,285,398
12239,2012-05-24 00:00:00,2,1,5,22,0,4,1,2,0.64,0.5909,0.78,0.1045,33,210,243,285
12240,2012-05-24 00:00:00,2,1,5,23,0,4,1,2,0.64,0.5909,0.78,0.1343,36,131,167,243
12241,2012-05-25 00:00:00,2,1,5,0,0,5,1,1,0.62,0.5758,0.83,0.1343,10,63,73,167
12242,2012-05-25 00:00:00,2,1,5,1,0,5,1,1,0.62,0.5758,0.83,0.0896,8,34,42,73
12243,2012-05-25 00:00:00,2,1,5,2,0,5,1,2,0.62,0.5758,0.83,0.0,7,16,23,42
12244,2012-05-25 00:00:00,2,1,5,3,0,5,1,2,0.62,0.5606,0.88,0.1045,8,6,14,23
12245,2012-05-25 00:00:00,2,1,5,4,0,5,1,2,0.62,0.5606,0.88,0.0,3,6,9,14
12246,2012-05-25 00:00:00,2,1,5,5,0,5,1,2,0.62,0.5606,0.88,0.0896,2,28,30,9
12247,2012-05-25 00:00:00,2,1,5,6,0,5,1,2,0.62,0.5606,0.88,0.1045,5,108,113,30
12248,2012-05-25 00:00:00,2,1,5,7,0,5,1,2,0.62,0.5606,0.88,0.1642,7,352,359,113
12249,2012-05-25 00:00:00,2,1,5,8,0,5,1,2,0.64,0.5758,0.89,0.1045,32,551,583,359
12250,2012-05-25 00:00:00,2,1,5,9,0,5,1,2,0.64,0.5758,0.89,0.1343,52,288,340,583
12251,2012-05-25 00:00:00,2,1,5,10,0,5,1,1,0.68,0.6364,0.79,0.1642,69,163,232,340
12252,2012-05-25 00:00:00,2,1,5,11,0,5,1,1,0.68,0.6364,0.79,0.1343,90,193,283,232
12253,2012-05-25 00:00:00,2,1,5,12,0,5,1,1,0.72,0.6818,0.66,0.1045,84,237,321,283
12254,2012-05-25 00:00:00,2,1,5,13,0,5,1,1,0.74,0.6818,0.62,0.1343,86,247,333,321
12255,2012-05-25 00:00:00,2,1,5,14,0,5,1,1,0.74,0.6818,0.58,0.1343,104,263,367,333
12256,2012-05-25 00:00:00,2,1,5,15,0,5,1,1,0.76,0.7121,0.62,0.194,106,360,466,367
12257,2012-05-25 00:00:00,2,1,5,16,0,5,1,1,0.78,0.7121,0.52,0.2239,137,447,584,466
12258,2012-05-25 00:00:00,2,1,5,17,0,5,1,1,0.76,0.7121,0.62,0.2836,124,529,653,584
12259,2012-05-25 00:00:00,2,1,5,18,0,5,1,1,0.76,0.7121,0.62,0.194,131,391,522,653
12260,2012-05-25 00:00:00,2,1,5,19,0,5,1,1,0.74,0.6818,0.62,0.2537,111,293,404,522
12261,2012-05-25 00:00:00,2,1,5,20,0,5,1,1,0.7,0.6515,0.65,0.1642,80,270,350,404
12262,2012-05-25 00:00:00,2,1,5,21,0,5,1,1,0.7,0.6515,0.65,0.1343,62,193,255,350
12263,2012-05-25 00:00:00,2,1,5,22,0,5,1,1,0.66,0.6212,0.74,0.1045,65,147,212,255
12264,2012-05-25 00:00:00,2,1,5,23,0,5,1,1,0.66,0.6061,0.78,0.2239,34,132,166,212
12265,2012-05-26 00:00:00,2,1,5,0,0,6,0,1,0.64,0.5758,0.83,0.1642,18,98,116,166
12266,2012-05-26 00:00:00,2,1,5,1,0,6,0,1,0.64,0.5758,0.83,0.1343,18,64,82,116
12267,2012-05-26 00:00:00,2,1,5,2,0,6,0,1,0.64,0.5758,0.89,0.1343,9,55,64,82
12268,2012-05-26 00:00:00,2,1,5,3,0,6,0,1,0.62,0.5606,0.88,0.1045,9,22,31,64
12269,2012-05-26 00:00:00,2,1,5,4,0,6,0,1,0.62,0.5606,0.88,0.1343,0,2,2,31
12270,2012-05-26 00:00:00,2,1,5,5,0,6,0,1,0.62,0.5758,0.83,0.2537,0,10,10,2
12271,2012-05-26 00:00:00,2,1,5,6,0,6,0,1,0.62,0.5606,0.88,0.194,6,25,31,10
12272,2012-05-26 00:00:00,2,1,5,7,0,6,0,2,0.62,0.5606,0.88,0.1642,10,44,54,31
12273,2012-05-26 00:00:00,2,1,5,8,0,6,0,1,0.64,0.5909,0.78,0.1343,38,103,141,54
12274,2012-05-26 00:00:00,2,1,5,9,0,6,0,1,0.64,0.5758,0.83,0.194,97,192,289,141
12275,2012-05-26 00:00:00,2,1,5,10,0,6,0,1,0.68,0.6364,0.79,0.2239,181,256,437,289
12276,2012-05-26 00:00:00,2,1,5,11,0,6,0,1,0.7,0.6667,0.74,0.194,208,312,520,437
12277,2012-05-26 00:00:00,2,1,5,12,0,6,0,1,0.74,0.697,0.66,0.2239,236,293,529,520
12278,2012-05-26 00:00:00,2,1,5,13,0,6,0,1,0.76,0.7273,0.66,0.194,265,274,539,529
12279,2012-05-26 00:00:00,2,1,5,14,0,6,0,1,0.76,0.7273,0.66,0.2239,307,257,564,539
12280,2012-05-26 00:00:00,2,1,5,15,0,6,0,1,0.76,0.7273,0.66,0.2836,274,239,513,564
12281,2012-05-26 00:00:00,2,1,5,16,0,6,0,1,0.78,0.7273,0.55,0.2537,261,243,504,513
12282,2012-05-26 00:00:00,2,1,5,17,0,6,0,2,0.78,0.7121,0.52,0.2537,235,227,462,504
12283,2012-05-26 00:00:00,2,1,5,18,0,6,0,2,0.76,0.697,0.52,0.194,199,216,415,462
12284,2012-05-26 00:00:00,2,1,5,19,0,6,0,2,0.74,0.697,0.66,0.2239,159,214,373,415
12285,2012-05-26 00:00:00,2,1,5,20,0,6,0,2,0.74,0.6818,0.55,0.194,103,152,255,373
12286,2012-05-26 00:00:00,2,1,5,21,0,6,0,2,0.72,0.6818,0.62,0.194,100,151,251,255
12287,2012-05-26 00:00:00,2,1,5,22,0,6,0,1,0.7,0.6667,0.74,0.2537,86,118,204,251
12288,2012-05-26 00:00:00,2,1,5,23,0,6,0,1,0.7,0.6667,0.74,0.2537,36,114,150,204
12289,2012-05-27 00:00:00,2,1,5,0,0,0,0,2,0.68,0.6364,0.69,0.1642,48,89,137,150
12290,2012-05-27 00:00:00,2,1,5,1,0,0,0,1,0.66,0.6212,0.74,0.2239,17,61,78,137
12291,2012-05-27 00:00:00,2,1,5,2,0,0,0,1,0.64,0.6061,0.73,0.2239,16,45,61,78
12292,2012-05-27 00:00:00,2,1,5,3,0,0,0,1,0.64,0.6061,0.73,0.1642,11,25,36,61
12293,2012-05-27 00:00:00,2,1,5,4,0,0,0,1,0.62,0.5758,0.83,0.194,4,7,11,36
12294,2012-05-27 00:00:00,2,1,5,5,0,0,0,1,0.62,0.5758,0.83,0.194,2,5,7,11
12295,2012-05-27 00:00:00,2,1,5,6,0,0,0,1,0.62,0.5758,0.83,0.1642,8,14,22,7
12296,2012-05-27 00:00:00,2,1,5,7,0,0,0,1,0.62,0.5606,0.88,0.1642,22,30,52,22
12297,2012-05-27 00:00:00,2,1,5,8,0,0,0,1,0.64,0.5758,0.83,0.194,69,82,151,52
12298,2012-05-27 00:00:00,2,1,5,9,0,0,0,1,0.66,0.6061,0.83,0.2239,130,140,270,151
12299,2012-05-27 00:00:00,2,1,5,10,0,0,0,1,0.68,0.6364,0.74,0.2537,209,215,424,270
12300,2012-05-27 00:00:00,2,1,5,11,0,0,0,1,0.72,0.6818,0.66,0.2239,268,251,519,424
12301,2012-05-27 00:00:00,2,1,5,12,0,0,0,1,0.74,0.697,0.66,0.2537,301,269,570,519
12302,2012-05-27 00:00:00,2,1,5,13,0,0,0,1,0.76,0.7121,0.58,0.194,270,228,498,570
12303,2012-05-27 00:00:00,2,1,5,14,0,0,0,1,0.76,0.7121,0.58,0.2537,317,230,547,498
12304,2012-05-27 00:00:00,2,1,5,15,0,0,0,1,0.78,0.7121,0.52,0.2836,290,245,535,547
12305,2012-05-27 00:00:00,2,1,5,16,0,0,0,1,0.78,0.7121,0.52,0.2836,258,243,501,535
12306,2012-05-27 00:00:00,2,1,5,17,0,0,0,1,0.78,0.7121,0.49,0.2985,275,247,522,501
12307,2012-05-27 00:00:00,2,1,5,18,0,0,0,1,0.76,0.7121,0.58,0.2985,266,252,518,522
12308,2012-05-27 00:00:00,2,1,5,19,0,0,0,1,0.76,0.7121,0.58,0.194,230,212,442,518
12309,2012-05-27 00:00:00,2,1,5,20,0,0,0,1,0.74,0.6818,0.55,0.1642,168,224,392,442
12310,2012-05-27 00:00:00,2,1,5,21,0,0,0,3,0.66,0.6212,0.69,0.4179,64,79,143,392
12311,2012-05-27 00:00:00,2,1,5,22,0,0,0,3,0.62,0.5758,0.83,0.0,9,50,59,143
12312,2012-05-27 00:00:00,2,1,5,23,0,0,0,3,0.62,0.5758,0.83,0.1343,31,65,96,59
12313,2012-05-28 00:00:00,2,1,5,0,1,1,0,1,0.62,0.5758,0.83,0.2239,21,44,65,96
12314,2012-05-28 00:00:00,2,1,5,1,1,1,0,2,0.62,0.5909,0.78,0.2985,14,45,59,65
12315,2012-05-28 00:00:00,2,1,5,2,1,1,0,1,0.6,0.5606,0.83,0.2239,20,28,48,59
12316,2012-05-28 00:00:00,2,1,5,3,1,1,0,1,0.62,0.5909,0.73,0.1642,6,12,18,48
12317,2012-05-28 00:00:00,2,1,5,4,1,1,0,1,0.6,0.5758,0.78,0.1343,2,4,6,18
12318,2012-05-28 00:00:00,2,1,5,5,1,1,0,1,0.6,0.5758,0.78,0.1343,4,5,9,6
12319,2012-05-28 00:00:00,2,1,5,6,1,1,0,1,0.62,0.5909,0.73,0.1642,6,14,20,9
12320,2012-05-28 00:00:00,2,1,5,7,1,1,0,1,0.62,0.5909,0.78,0.1045,24,43,67,20
12321,2012-05-28 00:00:00,2,1,5,8,1,1,0,1,0.66,0.6212,0.69,0.0,62,93,155,67
12322,2012-05-28 00:00:00,2,1,5,9,1,1,0,1,0.7,0.6515,0.61,0.0,121,142,263,155
12323,2012-05-28 00:00:00,2,1,5,10,1,1,0,1,0.7,0.6515,0.61,0.0,189,175,364,263
12324,2012-05-28 00:00:00,2,1,5,11,1,1,0,1,0.72,0.6818,0.66,0.1343,254,222,476,364
12325,2012-05-28 00:00:00,2,1,5,12,1,1,0,1,0.76,0.7121,0.62,0.1343,233,292,525,476
12326,2012-05-28 00:00:00,2,1,5,13,1,1,0,1,0.8,0.7879,0.63,0.2836,272,284,556,525
12327,2012-05-28 00:00:00,2,1,5,14,1,1,0,1,0.8,0.7879,0.63,0.2836,238,227,465,556
12328,2012-05-28 00:00:00,2,1,5,15,1,1,0,1,0.82,0.7879,0.56,0.2985,181,279,460,465
12329,2012-05-28 00:00:00,2,1,5,16,1,1,0,1,0.82,0.7879,0.56,0.3284,223,278,501,460
12330,2012-05-28 00:00:00,2,1,5,17,1,1,0,1,0.82,0.7879,0.56,0.2985,158,247,405,501
12331,2012-05-28 00:00:00,2,1,5,18,1,1,0,1,0.8,0.7727,0.59,0.2985,132,251,383,405
12332,2012-05-28 00:00:00,2,1,5,19,1,1,0,1,0.8,0.7576,0.55,0.2985,148,247,395,383
12333,2012-05-28 00:00:00,2,1,5,20,1,1,0,1,0.78,0.7424,0.62,0.2985,114,203,317,395
12334,2012-05-28 00:00:00,2,1,5,21,1,1,0,1,0.76,0.7273,0.66,0.2836,66,181,247,317
12335,2012-05-28 00:00:00,2,1,5,22,1,1,0,1,0.74,0.697,0.7,0.1642,47,110,157,247
12336,2012-05-28 00:00:00,2,1,5,23,1,1,0,1,0.72,0.697,0.74,0.1642,22,60,82,157
12337,2012-05-29 00:00:00,2,1,5,0,0,2,1,1,0.7,0.6667,0.79,0.194,12,33,45,82
12338,2012-05-29 00:00:00,2,1,5,1,0,2,1,1,0.7,0.6667,0.79,0.194,1,13,14,45
12339,2012-05-29 00:00:00,2,1,5,2,0,2,1,1,0.68,0.6364,0.83,0.1343,0,8,8,14
12340,2012-05-29 00:00:00,2,1,5,3,0,2,1,1,0.68,0.6364,0.79,0.2836,1,2,3,8
12341,2012-05-29 00:00:00,2,1,5,4,0,2,1,1,0.66,0.6061,0.78,0.2239,0,5,5,3
12342,2012-05-29 00:00:00,2,1,5,5,0,2,1,1,0.66,0.6061,0.78,0.2239,1,32,33,5
12343,2012-05-29 00:00:00,2,1,5,6,0,2,1,1,0.66,0.6061,0.78,0.2239,9,145,154,33
12344,2012-05-29 00:00:00,2,1,5,7,0,2,1,1,0.66,0.6061,0.78,0.2239,19,431,450,154
12345,2012-05-29 00:00:00,2,1,5,8,0,2,1,1,0.7,0.6667,0.74,0.194,46,588,634,450
12346,2012-05-29 00:00:00,2,1,5,9,0,2,1,1,0.72,0.6818,0.7,0.2537,26,231,257,634
12347,2012-05-29 00:00:00,2,1,5,10,0,2,1,1,0.74,0.697,0.7,0.2985,67,116,183,257
12348,2012-05-29 00:00:00,2,1,5,11,0,2,1,1,0.76,0.7121,0.62,0.2985,50,147,197,183
12349,2012-05-29 00:00:00,2,1,5,12,0,2,1,1,0.8,0.7576,0.55,0.3284,56,181,237,197
12350,2012-05-29 00:00:00,2,1,5,13,0,2,1,1,0.82,0.7727,0.52,0.3881,63,176,239,237
12351,2012-05-29 00:00:00,2,1,5,14,0,2,1,1,0.82,0.7727,0.52,0.4179,80,158,238,239
12352,2012-05-29 00:00:00,2,1,5,15,0,2,1,1,0.82,0.7727,0.49,0.3881,71,185,256,238
12353,2012-05-29 00:00:00,2,1,5,16,0,2,1,1,0.82,0.7727,0.49,0.4925,73,320,393,256
12354,2012-05-29 00:00:00,2,1,5,17,0,2,1,1,0.82,0.7576,0.46,0.4179,107,674,781,393
12355,2012-05-29 00:00:00,2,1,5,18,0,2,1,1,0.8,0.7424,0.49,0.4925,78,632,710,781
12356,2012-05-29 00:00:00,2,1,5,19,0,2,1,1,0.78,0.7121,0.52,0.3582,69,457,526,710
12357,2012-05-29 00:00:00,2,1,5,20,0,2,1,3,0.7,0.6515,0.61,0.5224,36,168,204,526
12358,2012-05-29 00:00:00,2,1,5,21,0,2,1,3,0.6,0.5455,0.88,0.4478,3,68,71,204
12359,2012-05-29 00:00:00,2,1,5,22,0,2,1,2,0.62,0.5606,0.88,0.0896,2,53,55,71
12360,2012-05-29 00:00:00,2,1,5,23,0,2,1,3,0.62,0.5455,0.94,0.0,10,40,50,55
12361,2012-05-30 00:00:00,2,1,5,0,0,3,1,3,0.64,0.5758,0.89,0.1045,4,32,36,50
12362,2012-05-30 00:00:00,2,1,5,1,0,3,1,3,0.64,0.5758,0.89,0.194,0,4,4,36
12363,2012-05-30 00:00:00,2,1,5,2,0,3,1,3,0.62,0.5455,0.94,0.0896,1,4,5,4
12364,2012-05-30 00:00:00,2,1,5,3,0,3,1,3,0.62,0.5606,0.88,0.1343,0,5,5,5
12365,2012-05-30 00:00:00,2,1,5,4,0,3,1,2,0.62,0.5606,0.88,0.1343,0,6,6,5
12366,2012-05-30 00:00:00,2,1,5,5,0,3,1,2,0.62,0.5909,0.78,0.1343,1,40,41,6
12367,2012-05-30 00:00:00,2,1,5,6,0,3,1,2,0.6,0.5758,0.78,0.1045,5,139,144,41
12368,2012-05-30 00:00:00,2,1,5,7,0,3,1,3,0.6,0.5758,0.78,0.194,14,469,483,144
12369,2012-05-30 00:00:00,2,1,5,8,0,3,1,2,0.6,0.5909,0.73,0.1642,29,642,671,483
12370,2012-05-30 00:00:00,2,1,5,9,0,3,1,2,0.62,0.6061,0.69,0.194,23,282,305,671
12371,2012-05-30 00:00:00,2,1,5,10,0,3,1,2,0.62,0.6061,0.69,0.2836,39,138,177,305
12372,2012-05-30 00:00:00,2,1,5,11,0,3,1,2,0.66,0.6212,0.65,0.194,53,155,208,177
12373,2012-05-30 00:00:00,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0.0,33,220,253,208
12374,2012-05-30 00:00:00,2,1,5,13,0,3,1,1,0.7,0.6515,0.51,0.0,53,236,289,253
12375,2012-05-30 00:00:00,2,1,5,14,0,3,1,1,0.72,0.6515,0.42,0.1343,44,208,252,289
12376,2012-05-30 00:00:00,2,1,5,15,0,3,1,1,0.72,0.6667,0.51,0.1343,54,221,275,252
12377,2012-05-30 00:00:00,2,1,5,16,0,3,1,1,0.72,0.6667,0.51,0.1642,46,352,398,275
12378,2012-05-30 00:00:00,2,1,5,17,0,3,1,1,0.74,0.6667,0.48,0.0896,83,756,839,398
12379,2012-05-30 00:00:00,2,1,5,18,0,3,1,1,0.74,0.6667,0.48,0.1642,50,746,796,839
12380,2012-05-30 00:00:00,2,1,5,19,0,3,1,1,0.72,0.6667,0.54,0.1642,50,506,556,796
12381,2012-05-30 00:00:00,2,1,5,20,0,3,1,2,0.54,0.5152,0.6,0.1343,57,374,431,556
12382,2012-05-30 00:00:00,2,1,5,21,0,3,1,1,0.68,0.6364,0.57,0.1045,41,263,304,431
12383,2012-05-30 00:00:00,2,1,5,22,0,3,1,1,0.66,0.6212,0.69,0.1045,26,191,217,304
12384,2012-05-30 00:00:00,2,1,5,23,0,3,1,1,0.66,0.6212,0.65,0.1045,39,121,160,217
12385,2012-05-31 00:00:00,2,1,5,0,0,4,1,1,0.64,0.6061,0.69,0.1343,13,48,61,160
12386,2012-05-31 00:00:00,2,1,5,1,0,4,1,1,0.64,0.6061,0.69,0.0896,4,22,26,61
12387,2012-05-31 00:00:00,2,1,5,2,0,4,1,1,0.64,0.6061,0.65,0.0896,6,8,14,26
12388,2012-05-31 00:00:00,2,1,5,3,0,4,1,1,0.62,0.6061,0.69,0.0896,0,8,8,14
12389,2012-05-31 00:00:00,2,1,5,4,0,4,1,1,0.62,0.6061,0.69,0.0,0,8,8,8
12390,2012-05-31 00:00:00,2,1,5,5,0,4,1,1,0.62,0.6061,0.69,0.2537,1,32,33,8
12391,2012-05-31 00:00:00,2,1,5,6,0,4,1,1,0.6,0.5909,0.73,0.2239,7,171,178,33
12392,2012-05-31 00:00:00,2,1,5,7,0,4,1,1,0.6,0.6061,0.64,0.2836,18,489,507,178
12393,2012-05-31 00:00:00,2,1,5,8,0,4,1,1,0.62,0.6212,0.57,0.2537,18,675,693,507
12394,2012-05-31 00:00:00,2,1,5,9,0,4,1,1,0.66,0.6212,0.47,0.2537,47,264,311,693
12395,2012-05-31 00:00:00,2,1,5,10,0,4,1,1,0.7,0.6364,0.39,0.3881,65,155,220,311
12396,2012-05-31 00:00:00,2,1,5,11,0,4,1,1,0.72,0.6515,0.37,0.2836,65,153,218,220
12397,2012-05-31 00:00:00,2,1,5,12,0,4,1,1,0.72,0.6515,0.37,0.194,62,230,292,218
12398,2012-05-31 00:00:00,2,1,5,13,0,4,1,1,0.74,0.6515,0.35,0.1343,77,216,293,292
12399,2012-05-31 00:00:00,2,1,5,14,0,4,1,1,0.76,0.6667,0.31,0.194,61,193,254,293
12400,2012-05-31 00:00:00,2,1,5,15,0,4,1,1,0.76,0.6667,0.33,0.2985,81,209,290,254
12401,2012-05-31 00:00:00,2,1,5,16,0,4,1,1,0.76,0.6667,0.33,0.2836,103,384,487,290
12402,2012-05-31 00:00:00,2,1,5,17,0,4,1,1,0.76,0.6667,0.31,0.1642,85,742,827,487
12403,2012-05-31 00:00:00,2,1,5,18,0,4,1,1,0.74,0.6515,0.3,0.194,85,700,785,827
12404,2012-05-31 00:00:00,2,1,5,19,0,4,1,1,0.72,0.6515,0.34,0.1642,104,487,591,785
12405,2012-05-31 00:00:00,2,1,5,20,0,4,1,1,0.68,0.6364,0.44,0.1642,88,391,479,591
12406,2012-05-31 00:00:00,2,1,5,21,0,4,1,1,0.68,0.6364,0.44,0.1642,41,318,359,479
12407,2012-05-31 00:00:00,2,1,5,22,0,4,1,1,0.66,0.6212,0.5,0.1642,43,221,264,359
12408,2012-05-31 00:00:00,2,1,5,23,0,4,1,1,0.66,0.6212,0.54,0.2239,26,114,140,264
12409,2012-06-01 00:00:00,2,1,6,0,0,5,1,1,0.66,0.6212,0.5,0.2537,10,76,86,140
12410,2012-06-01 00:00:00,2,1,6,1,0,5,1,1,0.64,0.6212,0.53,0.2239,0,34,34,86
12411,2012-06-01 00:00:00,2,1,6,2,0,5,1,1,0.64,0.6212,0.57,0.2239,3,13,16,34
12412,2012-06-01 00:00:00,2,1,6,3,0,5,1,2,0.62,0.5909,0.73,0.0896,0,4,4,16
12413,2012-06-01 00:00:00,2,1,6,4,0,5,1,2,0.62,0.5909,0.73,0.0896,1,5,6,4
